was_delayed,daily_rainfall,did_rain,Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport ,Scheduled Departure Time
False,0.01,True,US,01/26/2013,2021,N951UW,DCA,06:00
False,0.01,True,US,01/26/2013,2025,N949UW,DCA,08:00
False,0.01,True,US,01/26/2013,2029,N955UW,DCA,10:00
False,0.01,True,US,01/26/2013,2033, ,DCA,12:00
False,0.01,True,US,01/26/2013,2037,N947UW,DCA,14:00
False,0.01,True,US,01/26/2013,2123,N947UW,LGA,10:00
False,0.01,True,US,01/26/2013,2129,N949UW,LGA,13:00
False,0.01,True,US,01/26/2013,2133,N955UW,LGA,15:00
True,0.0,False,US,01/27/2013,0225,N675AW,PHX,16:20
False,0.0,False,US,01/27/2013,0303,N602AW,CLT,09:35
False,0.0,False,US,01/27/2013,0604,N655AW,PHX,09:55
False,0.0,False,US,01/27/2013,0897,N107US,PHL,09:30
False,0.0,False,US,01/27/2013,1020,N186US,PHL,07:00
False,0.0,False,US,01/27/2013,1021,N558UW,CLT,08:00
False,0.0,False,US,01/27/2013,1239,N951UW,PHL,08:30
False,0.0,False,US,01/27/2013,1270,N700UW,PHL,05:30
False,0.0,False,US,01/27/2013,1521,N195UW,CLT,06:00
False,0.0,False,US,01/27/2013,1543,N561UW,CLT,14:40
False,0.0,False,US,01/27/2013,1667,N717UW,CLT,17:00
False,0.0,False,US,01/27/2013,1683,N450UW,CLT,11:10
False,0.0,False,US,01/27/2013,1779,N961UW,PHL,14:30
False,0.0,False,US,01/27/2013,1788,N171US,CLT,19:00
False,0.0,False,US,01/27/2013,1801,N111US,CLT,12:45
False,0.0,False,US,01/27/2013,1829,N955UW,PHL,19:30
False,0.0,False,US,01/27/2013,2025,N716UW,DCA,08:00
False,0.0,False,US,01/27/2013,2027,N760US,DCA,09:00
False,0.0,False,US,01/27/2013,2029,N725UW,DCA,10:00
False,0.0,False,US,01/27/2013,2031,N958UW,DCA,11:00
False,0.0,False,US,01/27/2013,2033,N724UW,DCA,12:00
False,0.0,False,US,01/27/2013,2035,N704US,DCA,13:00
False,0.0,False,US,01/27/2013,2037,N762US,DCA,14:00
False,0.0,False,US,01/27/2013,2039,N725UW,DCA,15:00
False,0.0,False,US,01/27/2013,2041,N958UW,DCA,16:00
False,0.0,False,US,01/27/2013,2043,N724UW,DCA,17:00
False,0.0,False,US,01/27/2013,2045,N704US,DCA,18:00
False,0.0,False,US,01/27/2013,2047,N762US,DCA,19:00
False,0.0,False,US,01/27/2013,2049,N725UW,DCA,20:00
False,0.0,False,US,01/27/2013,2123,N708UW,LGA,10:00
False,0.0,False,US,01/27/2013,2127,N946UW,LGA,12:00
False,0.0,False,US,01/27/2013,2131,N954UW,LGA,14:00
False,0.0,False,US,01/27/2013,2135,N946UW,LGA,16:00
False,0.0,False,US,01/27/2013,2139,N954UW,LGA,18:00
False,0.0,False,US,01/27/2013,2143,N946UW,LGA,20:00
False,0.17,True,US,01/28/2013,0225,N667AW,PHX,16:20
False,0.17,True,US,01/28/2013,0280,N839AW,PHX,06:00
False,0.17,True,US,01/28/2013,0303,N664AW,CLT,09:35
False,0.17,True,US,01/28/2013,0604,N668AW,PHX,09:55
True,0.17,True,US,01/28/2013,0722,N746UW,PHL,18:30
False,0.17,True,US,01/28/2013,0754,N959UW,PHL,15:30
False,0.17,True,US,01/28/2013,0897,N953UW,PHL,09:30
False,0.17,True,US,01/28/2013,0967,N737US,PHL,07:30
False,0.17,True,US,01/28/2013,1021,N543UW,CLT,08:00
True,0.17,True,US,01/28/2013,1097,N950UW,PHL,20:30
False,0.17,True,US,01/28/2013,1239,N955UW,PHL,08:30
False,0.17,True,US,01/28/2013,1249,N713UW,CLT,05:00
False,0.17,True,US,01/28/2013,1289,N947UW,PHL,05:30
False,0.17,True,US,01/28/2013,1295,N109UW,PHL,07:00
False,0.17,True,US,01/28/2013,1521,N185UW,CLT,06:00
False,0.17,True,US,01/28/2013,1529,N559UW,CLT,14:40
False,0.17,True,US,01/28/2013,1605,N945UW,PHL,13:30
True,0.17,True,US,01/28/2013,1635,N961UW,PHL,16:30
False,0.17,True,US,01/28/2013,1667,N730US,CLT,17:00
False,0.17,True,US,01/28/2013,1727,N709UW,PHL,12:30
False,0.17,True,US,01/28/2013,1747,N195UW,CLT,12:45
False,0.17,True,US,01/28/2013,1779,N953UW,PHL,14:30
False,0.17,True,US,01/28/2013,1807,N768US,PHL,06:30
True,0.17,True,US,01/28/2013,1819,N949UW,PHL,10:30
True,0.17,True,US,01/28/2013,1827,N956UW,PHL,11:30
False,0.17,True,US,01/28/2013,1829,N953UW,PHL,19:30
False,0.17,True,US,01/28/2013,1845,N709UW,PHL,17:30
False,0.17,True,US,01/28/2013,1981,N560UW,CLT,11:10
False,0.17,True,US,01/28/2013,2021,N110UW,DCA,06:00
False,0.17,True,US,01/28/2013,2023,N752US,DCA,07:00
False,0.17,True,US,01/28/2013,2025,N733UW,DCA,08:00
False,0.17,True,US,01/28/2013,2027, ,DCA,09:00
False,0.17,True,US,01/28/2013,2029,N708UW,DCA,10:00
False,0.17,True,US,01/28/2013,2031,N119US,DCA,11:00
False,0.17,True,US,01/28/2013,2033,N752US,DCA,12:00
False,0.17,True,US,01/28/2013,2035,N733UW,DCA,13:00
True,0.17,True,US,01/28/2013,2037,N723UW,DCA,14:00
True,0.17,True,US,01/28/2013,2039,N708UW,DCA,15:00
False,0.17,True,US,01/28/2013,2041, ,DCA,16:00
False,0.17,True,US,01/28/2013,2043,N752US,DCA,17:00
False,0.17,True,US,01/28/2013,2045,N762US,DCA,18:00
False,0.17,True,US,01/28/2013,2047,N767UW,DCA,19:00
False,0.17,True,US,01/28/2013,2049,N708UW,DCA,20:00
False,0.17,True,US,01/28/2013,2115,N944UW,LGA,06:00
False,0.17,True,US,01/28/2013,2117,N958UW,LGA,07:00
False,0.17,True,US,01/28/2013,2119,N765US,LGA,08:00
False,0.17,True,US,01/28/2013,2121,N946UW,LGA,09:00
False,0.17,True,US,01/28/2013,2123,N944UW,LGA,10:00
False,0.17,True,US,01/28/2013,2125,N954UW,LGA,11:00
False,0.17,True,US,01/28/2013,2127,N958UW,LGA,12:00
False,0.17,True,US,01/28/2013,2129,N946UW,LGA,13:00
True,0.17,True,US,01/28/2013,2131,N944UW,LGA,14:00
False,0.17,True,US,01/28/2013,2133,N954UW,LGA,15:00
False,0.17,True,US,01/28/2013,2135,N958UW,LGA,16:00
False,0.17,True,US,01/28/2013,2137,N946UW,LGA,17:00
True,0.17,True,US,01/28/2013,2139,N944UW,LGA,18:00
False,0.17,True,US,01/28/2013,2141,N954UW,LGA,19:00
False,0.17,True,US,01/28/2013,2143,N958UW,LGA,20:00
False,0.17,True,US,01/28/2013,2145,N954UW,LGA,06:45
False,0.01,True,US,01/29/2013,0090,N604AW,PHX,10:00
False,0.01,True,US,01/29/2013,0280,N830AW,PHX,06:00
False,0.01,True,US,01/29/2013,0303,N672AW,CLT,09:35
False,0.01,True,US,01/29/2013,0722,N732US,PHL,18:30
False,0.01,True,US,01/29/2013,0754,N959UW,PHL,15:30
True,0.01,True,US,01/29/2013,0897,N954UW,PHL,09:30
False,0.01,True,US,01/29/2013,0967,N715UW,PHL,07:30
False,0.01,True,US,01/29/2013,1021,N561UW,CLT,08:00
False,0.01,True,US,01/29/2013,1239,N965UW,PHL,08:30
False,0.01,True,US,01/29/2013,1249,N746UW,CLT,05:00
False,0.01,True,US,01/29/2013,1289,N954UW,PHL,05:30
False,0.01,True,US,01/29/2013,1419,N119US,PHL,07:00
False,0.01,True,US,01/29/2013,1521,N556UW,CLT,06:00
False,0.01,True,US,01/29/2013,1605,N961UW,PHL,13:30
False,0.01,True,US,01/29/2013,1635, ,PHL,16:30
False,0.01,True,US,01/29/2013,1667,N725UW,CLT,17:00
False,0.01,True,US,01/29/2013,1727,N715UW,PHL,12:30
False,0.01,True,US,01/29/2013,1747,N179UW,CLT,12:45
False,0.01,True,US,01/29/2013,1779,N954UW,PHL,14:30
False,0.01,True,US,01/29/2013,1789,N162UW,CLT,14:40
False,0.01,True,US,01/29/2013,1807,N758US,PHL,06:30
False,0.01,True,US,01/29/2013,1819,N949UW,PHL,10:30
False,0.01,True,US,01/29/2013,1827,N945UW,PHL,11:30
False,0.01,True,US,01/29/2013,1829,N955UW,PHL,19:30
False,0.01,True,US,01/29/2013,1845,N758US,PHL,17:30
False,0.01,True,US,01/29/2013,1981,N555AY,CLT,11:10
False,0.01,True,US,01/29/2013,2021,N126UW,DCA,06:00
False,0.01,True,US,01/29/2013,2023,N752US,DCA,07:00
False,0.01,True,US,01/29/2013,2025,N751UW,DCA,08:00
False,0.01,True,US,01/29/2013,2027,N745VJ,DCA,09:00
False,0.01,True,US,01/29/2013,2029,N767UW,DCA,10:00
False,0.01,True,US,01/29/2013,2031,N110UW,DCA,11:00
False,0.01,True,US,01/29/2013,2033,N752US,DCA,12:00
False,0.01,True,US,01/29/2013,2035,N733UW,DCA,13:00
False,0.01,True,US,01/29/2013,2037,N708UW,DCA,14:00
False,0.01,True,US,01/29/2013,2039,N767UW,DCA,15:00
False,0.01,True,US,01/29/2013,2041,N110UW,DCA,16:00
False,0.01,True,US,01/29/2013,2043,N752US,DCA,17:00
False,0.01,True,US,01/29/2013,2045, ,DCA,18:00
False,0.01,True,US,01/29/2013,2047,N708UW,DCA,19:00
False,0.01,True,US,01/29/2013,2049,N767UW,DCA,20:00
False,0.01,True,US,01/29/2013,2115,N953UW,LGA,06:00
True,0.01,True,US,01/29/2013,2117,N946UW,LGA,07:00
False,0.01,True,US,01/29/2013,2119,N755US,LGA,08:00
False,0.01,True,US,01/29/2013,2121,N958UW,LGA,09:00
False,0.01,True,US,01/29/2013,2123,N953UW,LGA,10:00
False,0.01,True,US,01/29/2013,2125,N944UW,LGA,11:00
False,0.01,True,US,01/29/2013,2127,N946UW,LGA,12:00
False,0.01,True,US,01/29/2013,2129,N958UW,LGA,13:00
False,0.01,True,US,01/29/2013,2131,N953UW,LGA,14:00
False,0.01,True,US,01/29/2013,2133,N944UW,LGA,15:00
False,0.01,True,US,01/29/2013,2135,N946UW,LGA,16:00
False,0.01,True,US,01/29/2013,2137,N958UW,LGA,17:00
False,0.01,True,US,01/29/2013,2139,N953UW,LGA,18:00
False,0.01,True,US,01/29/2013,2141,N944UW,LGA,19:00
False,0.01,True,US,01/29/2013,2143,N946UW,LGA,20:00
False,0.01,True,US,01/29/2013,2145,N944UW,LGA,06:45
False,0.06,True,US,01/30/2013,0225,N677AW,PHX,16:20
False,0.06,True,US,01/30/2013,0280,N824AW,PHX,06:00
False,0.06,True,US,01/30/2013,0303,N661AW,CLT,09:35
False,0.06,True,US,01/30/2013,0604,N678AW,PHX,09:55
False,0.06,True,US,01/30/2013,0722,N700UW,PHL,18:30
False,0.06,True,US,01/30/2013,0754,N950UW,PHL,15:30
False,0.06,True,US,01/30/2013,0897,N961UW,PHL,09:30
False,0.06,True,US,01/30/2013,0967,N748UW,PHL,07:30
False,0.06,True,US,01/30/2013,1021,N536UW,CLT,08:00
True,0.06,True,US,01/30/2013,1097,N955UW,PHL,20:30
False,0.06,True,US,01/30/2013,1239,N955UW,PHL,08:30
False,0.06,True,US,01/30/2013,1249,N752US,CLT,05:00
False,0.06,True,US,01/30/2013,1289,N958UW,PHL,05:30
False,0.06,True,US,01/30/2013,1521,N185UW,CLT,06:00
True,0.06,True,US,01/30/2013,1529,N184US,CLT,14:40
True,0.06,True,US,01/30/2013,1605,N956UW,PHL,13:30
True,0.06,True,US,01/30/2013,1635,N949UW,PHL,16:30
True,0.06,True,US,01/30/2013,1667,N709UW,CLT,17:00
False,0.06,True,US,01/30/2013,1727,N757UW,PHL,12:30
False,0.06,True,US,01/30/2013,1747,N173US,CLT,12:45
True,0.06,True,US,01/30/2013,1779,N961UW,PHL,14:30
False,0.06,True,US,01/30/2013,1788,N173US,CLT,19:00
False,0.06,True,US,01/30/2013,1807,N715UW,PHL,06:30
False,0.06,True,US,01/30/2013,1819,N950UW,PHL,10:30
False,0.06,True,US,01/30/2013,1827,N947UW,PHL,11:30
False,0.06,True,US,01/30/2013,1829,N951UW,PHL,19:30
True,0.06,True,US,01/30/2013,1845,N757UW,PHL,17:30
False,0.06,True,US,01/30/2013,1981,N561UW,CLT,11:10
False,0.06,True,US,01/30/2013,1991,N118US,PHL,07:00
False,0.06,True,US,01/30/2013,2021,N110UW,DCA,06:00
False,0.06,True,US,01/30/2013,2023,N750UW,DCA,07:00
False,0.06,True,US,01/30/2013,2025,N762US,DCA,08:00
False,0.06,True,US,01/30/2013,2027,N767UW,DCA,09:00
False,0.06,True,US,01/30/2013,2029,N764US,DCA,10:00
False,0.06,True,US,01/30/2013,2031,N107US,DCA,11:00
False,0.06,True,US,01/30/2013,2033,N750UW,DCA,12:00
False,0.06,True,US,01/30/2013,2035,N762US,DCA,13:00
False,0.06,True,US,01/30/2013,2037,N767UW,DCA,14:00
False,0.06,True,US,01/30/2013,2039,N764US,DCA,15:00
False,0.06,True,US,01/30/2013,2041,N107US,DCA,16:00
False,0.06,True,US,01/30/2013,2043,N750UW,DCA,17:00
False,0.06,True,US,01/30/2013,2045,N704US,DCA,18:00
False,0.06,True,US,01/30/2013,2047,N767UW,DCA,19:00
False,0.06,True,US,01/30/2013,2049,N730US,DCA,20:00
False,0.06,True,US,01/30/2013,2115,N944UW,LGA,06:00
False,0.06,True,US,01/30/2013,2117,N959UW,LGA,07:00
False,0.06,True,US,01/30/2013,2119,N758US,LGA,08:00
False,0.06,True,US,01/30/2013,2121,N946UW,LGA,09:00
False,0.06,True,US,01/30/2013,2123,N944UW,LGA,10:00
True,0.06,True,US,01/30/2013,2125,N953UW,LGA,11:00
False,0.06,True,US,01/30/2013,2127,N959UW,LGA,12:00
False,0.06,True,US,01/30/2013,2129,N946UW,LGA,13:00
True,0.06,True,US,01/30/2013,2131,N944UW,LGA,14:00
True,0.06,True,US,01/30/2013,2133,N953UW,LGA,15:00
False,0.06,True,US,01/30/2013,2135,N959UW,LGA,16:00
True,0.06,True,US,01/30/2013,2137,N946UW,LGA,17:00
False,0.06,True,US,01/30/2013,2139,N944UW,LGA,18:00
False,0.06,True,US,01/30/2013,2141,N953UW,LGA,19:00
False,0.06,True,US,01/30/2013,2143,N959UW,LGA,20:00
False,0.06,True,US,01/30/2013,2145,N953UW,LGA,06:45
True,0.31,True,US,01/31/2013,0225,N655AW,PHX,16:20
True,0.31,True,US,01/31/2013,0280,N815AW,PHX,06:00
False,0.31,True,US,01/31/2013,0303,N654AW,CLT,09:35
True,0.31,True,US,01/31/2013,0604,N652AW,PHX,09:55
False,0.31,True,US,01/31/2013,0722,N704US,PHL,18:30
False,0.31,True,US,01/31/2013,0754,N951UW,PHL,15:30
False,0.31,True,US,01/31/2013,0897,N952UW,PHL,09:30
False,0.31,True,US,01/31/2013,0967,N750UW,PHL,07:30
False,0.31,True,US,01/31/2013,1021,N177US,CLT,08:00
False,0.31,True,US,01/31/2013,1097,N956UW,PHL,20:30
False,0.31,True,US,01/31/2013,1239,N955UW,PHL,08:30
False,0.31,True,US,01/31/2013,1249,N737US,CLT,05:00
False,0.31,True,US,01/31/2013,1289,N953UW,PHL,05:30
True,0.31,True,US,01/31/2013,1521,N556UW,CLT,06:00
False,0.31,True,US,01/31/2013,1543,N539UW,CLT,14:40
False,0.31,True,US,01/31/2013,1605,N948UW,PHL,13:30
False,0.31,True,US,01/31/2013,1635,N946UW,PHL,16:30
False,0.31,True,US,01/31/2013,1667,N758US,CLT,17:00
False,0.31,True,US,01/31/2013,1727,N750UW,PHL,12:30
False,0.31,True,US,01/31/2013,1747,N182UW,CLT,12:45
False,0.31,True,US,01/31/2013,1779,N952UW,PHL,14:30
False,0.31,True,US,01/31/2013,1788,N566UW,CLT,19:00
False,0.31,True,US,01/31/2013,1807,N746UW,PHL,06:30
False,0.31,True,US,01/31/2013,1819,N951UW,PHL,10:30
False,0.31,True,US,01/31/2013,1827,N961UW,PHL,11:30
False,0.31,True,US,01/31/2013,1829,N952UW,PHL,19:30
False,0.31,True,US,01/31/2013,1845,N750UW,PHL,17:30
False,0.31,True,US,01/31/2013,1981,N537UW,CLT,11:10
False,0.31,True,US,01/31/2013,1991,N107US,PHL,07:00
False,0.31,True,US,01/31/2013,2021,N127UW,DCA,06:00
True,0.31,True,US,01/31/2013,2023,N763US,DCA,07:00
False,0.31,True,US,01/31/2013,2025,N738US,DCA,08:00
False,0.31,True,US,01/31/2013,2027, ,DCA,09:00
False,0.31,True,US,01/31/2013,2029,N703UW,DCA,10:00
False,0.31,True,US,01/31/2013,2031,N103US,DCA,11:00
False,0.31,True,US,01/31/2013,2033,N733UW,DCA,12:00
False,0.31,True,US,01/31/2013,2035,N738US,DCA,13:00
False,0.31,True,US,01/31/2013,2037,N756US,DCA,14:00
False,0.31,True,US,01/31/2013,2039,N703UW,DCA,15:00
False,0.31,True,US,01/31/2013,2041,N103US,DCA,16:00
False,0.31,True,US,01/31/2013,2043,N733UW,DCA,17:00
False,0.31,True,US,01/31/2013,2045,N730US,DCA,18:00
False,0.31,True,US,01/31/2013,2047,N756US,DCA,19:00
False,0.31,True,US,01/31/2013,2049,N703UW,DCA,20:00
False,0.31,True,US,01/31/2013,2115,N947UW,LGA,06:00
True,0.31,True,US,01/31/2013,2117,N946UW,LGA,07:00
False,0.31,True,US,01/31/2013,2119, ,LGA,08:00
False,0.31,True,US,01/31/2013,2121, ,LGA,09:00
False,0.31,True,US,01/31/2013,2123,N947UW,LGA,10:00
False,0.31,True,US,01/31/2013,2125, ,LGA,11:00
True,0.31,True,US,01/31/2013,2127,N944UW,LGA,12:00
False,0.31,True,US,01/31/2013,2129,N959UW,LGA,13:00
False,0.31,True,US,01/31/2013,2131, ,LGA,14:00
True,0.31,True,US,01/31/2013,2133,N959UW,LGA,15:00
False,0.31,True,US,01/31/2013,2135,N950UW,LGA,16:00
False,0.31,True,US,01/31/2013,2137, ,LGA,17:00
True,0.31,True,US,01/31/2013,2139,N944UW,LGA,18:00
False,0.31,True,US,01/31/2013,2141, ,LGA,19:00
True,0.31,True,US,01/31/2013,2143,N950UW,LGA,20:00
True,0.31,True,US,01/31/2013,2145,N944UW,LGA,06:45
False,0.12,True,US,04/01/2013,0225,N679AW,PHX,16:20
False,0.12,True,US,04/01/2013,0280,N837AW,PHX,06:00
False,0.12,True,US,04/01/2013,0303,N656AW,CLT,09:45
False,0.12,True,US,04/01/2013,0604,N669AW,PHX,10:00
False,0.12,True,US,04/01/2013,0722,N717UW,PHL,18:30
False,0.12,True,US,04/01/2013,0728,N948UW,PHL,19:30
False,0.12,True,US,04/01/2013,0754,N957UW,PHL,15:30
False,0.12,True,US,04/01/2013,0897,N948UW,PHL,09:30
False,0.12,True,US,04/01/2013,0967,N701UW,PHL,07:30
False,0.12,True,US,04/01/2013,1021,N194UW,CLT,08:00
False,0.12,True,US,04/01/2013,1097,N954UW,PHL,20:30
False,0.12,True,US,04/01/2013,1239,N954UW,PHL,08:30
False,0.12,True,US,04/01/2013,1249,N767UW,CLT,05:00
False,0.12,True,US,04/01/2013,1289,N967UW,PHL,05:30
False,0.12,True,US,04/01/2013,1485,N188US,CLT,06:00
False,0.12,True,US,04/01/2013,1529,N556UW,CLT,14:40
False,0.12,True,US,04/01/2013,1605,N955UW,PHL,13:30
True,0.12,True,US,04/01/2013,1635,N950UW,PHL,16:30
False,0.12,True,US,04/01/2013,1651,N769US,CLT,17:05
False,0.12,True,US,04/01/2013,1727,N953UW,PHL,12:30
False,0.12,True,US,04/01/2013,1747,N565UW,CLT,12:45
False,0.12,True,US,04/01/2013,1779,N948UW,PHL,14:30
False,0.12,True,US,04/01/2013,1788,N199UW,CLT,19:10
False,0.12,True,US,04/01/2013,1807,N716UW,PHL,06:30
False,0.12,True,US,04/01/2013,1819,N946UW,PHL,10:30
False,0.12,True,US,04/01/2013,1827,N944UW,PHL,11:30
False,0.12,True,US,04/01/2013,1845,N953UW,PHL,17:30
False,0.12,True,US,04/01/2013,1981,N110UW,CLT,11:10
False,0.12,True,US,04/01/2013,1991,N128UW,PHL,07:00
False,0.12,True,US,04/01/2013,2021,N770UW,DCA,06:00
False,0.12,True,US,04/01/2013,2023,N768US,DCA,07:00
False,0.12,True,US,04/01/2013,2025,N766US,DCA,08:00
False,0.12,True,US,04/01/2013,2027,N703UW,DCA,09:00
False,0.12,True,US,04/01/2013,2029,N732US,DCA,10:00
False,0.12,True,US,04/01/2013,2031,N770UW,DCA,11:00
True,0.12,True,US,04/01/2013,2033,N765US,DCA,12:00
False,0.12,True,US,04/01/2013,2035,N766US,DCA,13:00
False,0.12,True,US,04/01/2013,2037,N703UW,DCA,14:00
False,0.12,True,US,04/01/2013,2039,N732US,DCA,15:00
False,0.12,True,US,04/01/2013,2041,N770UW,DCA,16:00
False,0.12,True,US,04/01/2013,2043,N758US,DCA,17:00
True,0.12,True,US,04/01/2013,2045,N745VJ,DCA,18:00
False,0.12,True,US,04/01/2013,2047,N703UW,DCA,19:00
False,0.12,True,US,04/01/2013,2049,N762US,DCA,20:00
False,0.12,True,US,04/01/2013,2115,N949UW,LGA,06:00
False,0.12,True,US,04/01/2013,2117,N956UW,LGA,07:00
False,0.12,True,US,04/01/2013,2119,N750UW,LGA,08:00
False,0.12,True,US,04/01/2013,2121,N963UW,LGA,09:00
False,0.12,True,US,04/01/2013,2123,N949UW,LGA,10:00
False,0.12,True,US,04/01/2013,2125,N957UW,LGA,11:00
False,0.12,True,US,04/01/2013,2127,N956UW,LGA,12:00
False,0.12,True,US,04/01/2013,2129,N963UW,LGA,13:00
False,0.12,True,US,04/01/2013,2131,N949UW,LGA,14:00
False,0.12,True,US,04/01/2013,2133,N947UW,LGA,15:00
False,0.12,True,US,04/01/2013,2135,N956UW,LGA,16:00
False,0.12,True,US,04/01/2013,2137,N963UW,LGA,17:00
False,0.12,True,US,04/01/2013,2139,N949UW,LGA,18:00
False,0.12,True,US,04/01/2013,2141,N947UW,LGA,19:00
False,0.12,True,US,04/01/2013,2143,N956UW,LGA,20:00
False,0.12,True,US,04/01/2013,2145,N957UW,LGA,06:45
False,0.0,False,US,04/02/2013,0225,N667AW,PHX,16:20
False,0.0,False,US,04/02/2013,0280,N804AW,PHX,06:00
False,0.0,False,US,04/02/2013,0303,N657AW,CLT,09:45
False,0.0,False,US,04/02/2013,0604,N662AW,PHX,10:00
False,0.0,False,US,04/02/2013,0722,N741UW,PHL,18:30
False,0.0,False,US,04/02/2013,0728,N951UW,PHL,19:30
False,0.0,False,US,04/02/2013,0754,N948UW,PHL,15:30
False,0.0,False,US,04/02/2013,0897,N951UW,PHL,09:30
False,0.0,False,US,04/02/2013,0967,N701UW,PHL,07:30
False,0.0,False,US,04/02/2013,1021,N170US,CLT,08:00
False,0.0,False,US,04/02/2013,1239,N944UW,PHL,08:30
False,0.0,False,US,04/02/2013,1249,N752US,CLT,05:00
False,0.0,False,US,04/02/2013,1289,N963UW,PHL,05:30
False,0.0,False,US,04/02/2013,1439,N564UW,CLT,14:40
False,0.0,False,US,04/02/2013,1485,N195UW,CLT,06:00
False,0.0,False,US,04/02/2013,1605,N959UW,PHL,13:30
False,0.0,False,US,04/02/2013,1635,N957UW,PHL,16:30
False,0.0,False,US,04/02/2013,1651,N737US,CLT,17:05
False,0.0,False,US,04/02/2013,1727,N946UW,PHL,12:30
False,0.0,False,US,04/02/2013,1747,N538UW,CLT,12:45
False,0.0,False,US,04/02/2013,1779,N951UW,PHL,14:30
False,0.0,False,US,04/02/2013,1788,N150UW,CLT,19:10
False,0.0,False,US,04/02/2013,1807,N947UW,PHL,06:30
False,0.0,False,US,04/02/2013,1819,N948UW,PHL,10:30
False,0.0,False,US,04/02/2013,1827,N950UW,PHL,11:30
False,0.0,False,US,04/02/2013,1845,N954UW,PHL,17:30
False,0.0,False,US,04/02/2013,1981,N163US,CLT,11:10
False,0.0,False,US,04/02/2013,1991,N119US,PHL,07:00
False,0.0,False,US,04/02/2013,2021,N709UW,DCA,06:00
False,0.0,False,US,04/02/2013,2023,N758US,DCA,07:00
False,0.0,False,US,04/02/2013,2025,N770UW,DCA,08:00
False,0.0,False,US,04/02/2013,2027,N763US,DCA,09:00
False,0.0,False,US,04/02/2013,2029,N762US,DCA,10:00
False,0.0,False,US,04/02/2013,2031,N709UW,DCA,11:00
False,0.0,False,US,04/02/2013,2033,N758US,DCA,12:00
False,0.0,False,US,04/02/2013,2035,N770UW,DCA,13:00
False,0.0,False,US,04/02/2013,2037,N763US,DCA,14:00
False,0.0,False,US,04/02/2013,2039,N762US,DCA,15:00
False,0.0,False,US,04/02/2013,2041,N709UW,DCA,16:00
False,0.0,False,US,04/02/2013,2043,N723UW,DCA,17:00
False,0.0,False,US,04/02/2013,2045,N766US,DCA,18:00
False,0.0,False,US,04/02/2013,2047,N763US,DCA,19:00
False,0.0,False,US,04/02/2013,2049,N762US,DCA,20:00
False,0.0,False,US,04/02/2013,2115,N948UW,LGA,06:00
False,0.0,False,US,04/02/2013,2117,N953UW,LGA,07:00
False,0.0,False,US,04/02/2013,2119,N742PS,LGA,08:00
False,0.0,False,US,04/02/2013,2121,N956UW,LGA,09:00
False,0.0,False,US,04/02/2013,2123,N947UW,LGA,10:00
False,0.0,False,US,04/02/2013,2125,N949UW,LGA,11:00
False,0.0,False,US,04/02/2013,2127,N953UW,LGA,12:00
False,0.0,False,US,04/02/2013,2129,N956UW,LGA,13:00
False,0.0,False,US,04/02/2013,2131,N947UW,LGA,14:00
False,0.0,False,US,04/02/2013,2133,N949UW,LGA,15:00
False,0.0,False,US,04/02/2013,2135,N953UW,LGA,16:00
False,0.0,False,US,04/02/2013,2137,N956UW,LGA,17:00
False,0.0,False,US,04/02/2013,2139,N947UW,LGA,18:00
False,0.0,False,US,04/02/2013,2141,N949UW,LGA,19:00
False,0.0,False,US,04/02/2013,2143,N953UW,LGA,20:00
False,0.0,False,US,04/02/2013,2145,N949UW,LGA,06:45
False,0.0,False,US,04/03/2013,0225,N675AW,PHX,16:20
False,0.0,False,US,04/03/2013,0280,N803AW,PHX,06:00
False,0.0,False,US,04/03/2013,0303,N675AW,CLT,09:45
False,0.0,False,US,04/03/2013,0604,N668AW,PHX,10:00
False,0.0,False,US,04/03/2013,0722,N725UW,PHL,18:30
False,0.0,False,US,04/03/2013,0728,N957UW,PHL,19:30
False,0.0,False,US,04/03/2013,0754,N950UW,PHL,15:30
False,0.0,False,US,04/03/2013,0897,N954UW,PHL,09:30
False,0.0,False,US,04/03/2013,0967,N723UW,PHL,07:30
False,0.0,False,US,04/03/2013,1097,N948UW,PHL,20:30
False,0.0,False,US,04/03/2013,1239,N949UW,PHL,08:30
False,0.0,False,US,04/03/2013,1249,N745VJ,CLT,05:00
False,0.0,False,US,04/03/2013,1289,N963UW,PHL,05:30
False,0.0,False,US,04/03/2013,1485,N556UW,CLT,06:00
False,0.0,False,US,04/03/2013,1529,N177US,CLT,14:40
False,0.0,False,US,04/03/2013,1605,N945UW,PHL,13:30
False,0.0,False,US,04/03/2013,1635,N946UW,PHL,16:30
False,0.0,False,US,04/03/2013,1651,N765US,CLT,17:05
False,0.0,False,US,04/03/2013,1727,N963UW,PHL,12:30
False,0.0,False,US,04/03/2013,1747,N184US,CLT,12:45
False,0.0,False,US,04/03/2013,1779,N957UW,PHL,14:30
False,0.0,False,US,04/03/2013,1788,N150UW,CLT,19:10
False,0.0,False,US,04/03/2013,1807,N950UW,PHL,06:30
False,0.0,False,US,04/03/2013,1819,N950UW,PHL,10:30
False,0.0,False,US,04/03/2013,1827,N967UW,PHL,11:30
False,0.0,False,US,04/03/2013,1831,N196UW,CLT,08:00
False,0.0,False,US,04/03/2013,1845,N963UW,PHL,17:30
